,Source,Source type,Term (months),Interest Rate,Amount of Funds,PDF_Filename,Financing Type,Residual Receipts/Deferred Pymt.,Annual Debt Service,Sourcing Type,Application Number,Unnamed: 1,Type of tax credit funding_x,Project Name_x,Project Address,Project City_x,Project Zip Code_x,Project Phone Number,Project County_x,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type_x,Housing Type_x,Total Units_x,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award_x,Total State Award_x,Housing Type_y,Total Units_y,Type of tax credit funding_y,Project Name_y,Project City_y,Project Zip Code_y,Project County_y,Collapsed Construction Type,Construction Type_y,Annual Federal Award_y,Total State Award_y,Total Costs,Land and Acquisition,Construction Costs,Rehabilitation Costs,Construction Contigency,Hard Cost Contingency ,Soft Cost Contingency ,Relocation,Arch/Engineering,CIPF,Legal Fees,Reserves,Other Costs,Developer Fee,Commercial Costs,Construction Cost per Square Foot,Per Unit Cost,True Cash per Unit Cost,#ofPermFinancing Sources,Federal Tax Credit Factor
511,Acquired Replacement Reserves,,,,"$16,496 ",19-119,Construction Financing,,,,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
512,Deferred Fees & Costs,,,,"$890,671 ",19-119,Construction Financing,,,Deferred Developer Fee,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
513,Equity Proceeds,,,,"$1,425,069 ",19-119,Construction Financing,,,Tax Credit Equity,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
514,Bonneville Mortgage,,480,4.310%,"$3,300,000",19-119,Permanent Financing,,"$173,220",Bank Loan,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
515,USDA Loan (Second Mortgage),,600,1.000%,"$2,288,095",19-119,Permanent Financing,,"$58,176",Federal Loan,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
516,Acquired Replacement Reserves,,,,"$16,496",19-119,Permanent Financing,,,,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
517,Deferred Developer Fee,,,,"$515,278",19-119,Permanent Financing,,,Deferred Developer Fee,CA-2019-119,,0.09,Grass Valley Terrace,"275 Dorsey Drive, Grass Valley, CA 95945",Grass Valley,95945,,Nevada,1.0,1.0,1.0,6.0,035-260-071,Preliminary Reservation,,,New Construction,Special Needs,70.0,69.0,0.0,36.0,30.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,0.0,"Impact Development Group, LLC",Justin Solomon,"235 Montgomery Street, 30th Floor",San Francisco,CA,94104.0,4156095352,,"Impact Development Group, LLC","Building Better Partnerships, Inc.",,,,AWI Management,Tina Williams,120 Center Street,Auburn,Ca,lifornia 95,5307456236,,"Impact Development Group, LLC",1032659.0,,Special Needs,70,0.09,Grass Valley Terrace,Grass Valley,95945,Nevada,New Construction,New Construction,1032659.0,,15620331,6500000.0,0.0,5342309.0,541626.0,,,84700.0,155000,620746,100000.0,239450,162575,1873925,0.0,103,223148,215786.0,5,0.92
518,Boston Capital Finance - Const. Loan,,24,4.00%,"$14,421,343 ",19-123,Construction Financing,,,Bank Loan,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
519,City of Lakeport - Impact Fee Deferral,,24,0.00%,"$894,351 ",19-123,Construction Financing,,,Local Grant,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
520,"Pacific West Communities, Inc. - DDF",,24,0.00%,"$2,200,000 ",19-123,Construction Financing,,,Bank Loan,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
521,Lakeport Family Assoc II - Def. Costs,,,,"$218,274 ",19-123,Construction Financing,,,,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
522,Boston Capital - LIHTC Equity,,,,"$3,272,404 ",19-123,Construction Financing,,,Bank Loan,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
523,Boston Capital Finance - Perm Loan,,480,6.000%,"$750,000",19-123,Permanent Financing,,"$49,524",Bank Loan,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
524,USDA RD - 514 Loan,,396,1.000%,"$3,000,000",19-123,Permanent Financing,,"$106,770",Federal Loan,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
525,City of Lakeport - Impact Fee Deferral,,660,2.000%,"$894,351",19-123,Permanent Financing,Residual,Varies,Local Grant,CA-2019-123,,0.09,Martin Street Apartments II,"1255 Martin Street, Lakeport, CA 95453",Lakeport,95453,,Lake,4.0,2.0,5.0,4.0,025-431-160 (a portion of),Preliminary Reservation,,,New Construction,Large Family,48.0,47.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.0,0.0,13.0,0.0,0.0,Lakeport Family Associates II,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Valley Initiative for Affordable Housing,,,,Buckingham Property Management,Rosemary Lynch,601 Pollasky Avenue #201,Clovis,CA,93612,5594528250,,"Pacific West Communities, Inc.",1731073.0,1119889.0,Large Family,48,0.09,Martin Street Apartments II,Lakeport,95453,Lake,New Construction,New Construction,1731073.0,1119889.0,21006372,485000.0,14147170.0,0.0,955000.0,,,0.0,595000,701100,50000.0,218274,1654828,2200000,0.0,297,437633,419000.0,4,0.89991
526,Boston Capital Finance - Const. Loan,,24,4.00%,"$7,487,042 ",19-125,Construction Financing,,,Bank Loan,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
527,Regional Housing Auth. - HOME Program,,Income 24,0.00%,"$304,768 ",19-125,Construction Financing,,,Local Grant,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
528,"Pacific West Communities, Inc. - DDF",,24,0.00%,"$1,284,727 ",19-125,Construction Financing,,,Bank Loan,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
529,Penn Valley Pacific Assoc - Def. Costs,,,,"$179,090 ",19-125,Construction Financing,,,,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
530,Boston Capital - LIHTC Equity,,,,"$1,379,715 ",19-125,Construction Financing,,,Bank Loan,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
531,Boston Capital Finance - Perm Loan,,480,6.000%,"$2,350,000",19-125,Permanent Financing,,"$155,160",Bank Loan,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
532,Regional Housing Auth. - Capital Funds L,,oan660,3.000%,"$1,082,000",19-125,Permanent Financing,Residual,Varies,Local Grant,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
533,Regional Housing Auth. - HOME Program,,Inc6o6m0e,3.000%,"$304,768",19-125,Permanent Financing,Residual,Varies,Local Grant,CA-2019-125,,0.09,Lone Oak Senior Apartments,"10584 Broken Oak Court, Penn Valley, CA 95946",Penn Valley,95946,,Nevada,1.0,1.0,1.0,4.02,051-151-066,Preliminary Reservation,,,New Construction,Seniors,31.0,30.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,15.0,0.0,9.0,0.0,0.0,Penn Valley Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC","Building Better Partnerships, Inc.",,,,Cambridge Real Estate Services,Jeff Passadore,1417 NW Marshall,Portland,OR,97208,5034500233,,"Pacific West Communities, Inc.",749920.0,,Seniors,31,0.09,Lone Oak Senior Apartments,Penn Valley,95946,Nevada,New Construction,New Construction,749920.0,,10635342,455960.0,6708049.0,,540000.0,,,,345000,433500,50000.0,179090,639016,1284727,,305,343076,343076.0,4,0.91991
534,Boston Capital Finance - Const. Loan,,24,4.00%,"$5,209,342 ",19-128,Construction Financing,,,Bank Loan,CA-2019-128,,0.09,New Haven Court,"448 Garden Highway, Yuba City, CA 95991",Yuba City,95991,,Sutter,3.0,4.0,3.0,503.02,53-443-008 & 53-470-053 (a portion of),Preliminary Reservation,,,New Construction,Special Needs,40.0,39.0,20.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,3.0,0.0,0.0,0.0,0.0,Yuba City PSH Pacific Associates,Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616.0,2084610022,,"TPC Holdings VII, LLC",Sutter Community Affordable Housing,,,,Aperto Property Management,Ed Quigley,"23461 South Pointe Dr., Ste. 180",Laguna Hills,CA,92653,9498730160,,"Pacific West Communities, Inc.",879614.0,,Special Needs,40,0.09,New Haven Court,Yuba City,95991,Sutter,New Construction,New Construction,879614.0,,13161583,975397.0,6744859.0,0.0,450000.0,,,0.0,595000,326800,50000.0,781867,1658852,1578808,0.0,300,329040,289569.0,10,0.91991
